Gene	C3L-00017	C3L-00102	C3L-00277	C3L-00395	C3L-00589	C3L-00599	C3L-00622	C3L-00625	C3L-00640	C3L-00819	C3L-00881	C3L-00928	C3L-01031	C3L-01036	C3L-01051	C3L-01052	C3L-01053	C3L-01054	C3L-01328	C3L-01453	C3L-01598	C3L-01637	C3L-01689	C3L-01703	C3L-01971	C3L-02112	C3L-02115	C3L-02116	C3L-02463	C3L-02606	C3L-02610	C3L-02613	C3N-00198	C3N-00249	C3N-00436	C3N-00512	C3N-00513	C3N-00514	C3N-00517	C3N-00518	C3N-00954	C3N-00957	C3N-01011	C3N-01997	C3N-01998
ACAD9	17.22263501877051	15.476485962956785	16.904740037398426	15.477423923020961	16.285036066878465	15.22940596800185	17.07844220738561	16.788631513669344	15.321586796794866	16.288926047497117	17.426380544218798	17.71252911551295	17.584042675092284	17.242595152307345	16.71165677419521	17.022888578445883	16.723340903981153	15.884043567105131	16.335328328126213	16.040797346004044	17.422483573206282	15.990138891204898	16.10823719484898	15.236465694021817	17.166441835479638	15.363840525098508	17.035502294311982	17.396467878691244	16.115791308828054	16.07196068286061	16.80957499122383	16.068847130549493	14.48481373535253	17.726513913940042	16.57558920704704	17.560715065048022	17.268088381469713	17.205571479307718	16.789501117110905	14.504790159363779	15.933111651159324	17.828872734004978	14.707692025392918	17.595135766891158	16.326986509393535
ACADL			16.767380535976688			16.503714362771476	15.749183128183695	16.08157416782121		14.978617387012775	13.604429149205542	17.786308034224966	16.93006555906225	16.572494953135394			16.367679596453062	16.61342322021552			16.953856021438487	15.153087202216224		12.297181032084348	16.94847779056857		16.193880777152845	18.128587721776462		15.80680142899185	15.171538515746656	14.077376028406265	17.996430827330286	17.400941089995467	16.000125551823484	17.51490819653089	14.076591048270185		15.490615633469547	18.73853606975607		16.944149346590567		17.651238119501954	
ACADM	18.87381237211474	14.231864264910545	19.305308227317425	17.32499340701382	18.892207993020655	18.20317127475324	17.639790641161206	16.798398176654867	16.875692939123194	17.09698098566225	17.28292045817878	18.78066046070932	17.990309978882127	17.000267484679622	17.315257110241856	17.00554277552516	16.078669803445603	15.25794537155298	16.35632249174143	16.758386588050637	18.369831138557636	16.953187474548987	17.82409488699881	17.74834563085028	16.938180464994804	17.537328701477342	16.24184045152938	18.0978253447573	18.40593975970868	16.71374426735166	17.1158544989119	17.612271629763384	16.76154399894778	17.299514094924216	16.880411279628106	18.349764032709224	18.700283202831137	18.048985514774007	16.8858202380693	16.761599992350384	18.405052796259046	17.88381856109775	16.320324539502067	18.053592891642573	17.597224510835748
ACADS	19.488104814629047	18.4857343240716	19.055612314308384	17.32665063289817	19.74489384254211	17.085565514800074	16.546000531609614	17.0637614790563	17.38740239265737	16.297408129141647	17.556778281600668	17.028634698291896	16.59788950757953	16.545841491522875	15.726364335545606	15.722742385654367	18.201208371150923	18.171609511873726	16.009647484809168	16.62813349060383	17.219824592060547	17.249910438113673	18.63525479286981	16.310259466188292	15.304803657355434	18.196342927226357	16.566259223924476	16.720218797617736	19.290329086079407	17.1032462127524	16.18657357742386	18.497486429902647	17.811017062133836	17.813201203908196	16.25173111917812	17.177802621747183	17.39118809241703	16.382373165568094	15.274303783767756	16.32353874804979	17.34097088311455	16.25769310011349	15.203467726022097	16.701269496828534	16.798822276472354
ACADSB	17.835097749560365	18.38216747514501	19.969937238882302	15.637244965496752	18.5517471341397	17.457985379165432	17.219285315320853	17.379265382902133	15.399544409702077	16.02108154016714	19.145802074043296	18.593409348773022	18.846560328282482	17.954444313002604	17.233959255498373	17.476666576431317	18.453860923357528	19.796321070844915	14.979384572449403	14.742747703684428	18.16856191608019	18.363790774115476	17.95961234619128	15.001487336639725	17.84007925373333	17.192308011751837	17.90729456888596	18.200997485360677	18.289261948260865	17.294383455486276	17.841711208328963	16.37791511707203	16.198805970449122	18.756240068312508	16.6566306919458	18.12225762167226	18.052122053169736	17.417789897765314	16.810048640317703	15.964850153309643	15.954481271836011	18.29768020317478	19.003449189392384	18.439058130374434	14.722533027719308
ACADVL	19.55133444995968	17.59883761839747	18.543413091996197	17.7489783379159	18.837777312352568	17.274912165340073	18.378645411449423	18.25743682424545	17.098216962806703	18.81265600724385	18.388757912681232	19.72604606872189	19.43450361344507	18.808662450872546	18.703605142046737	18.611501092724865	18.07580368500049	17.950945863212652	18.507938632489047	17.216021196655987	19.49614231874501	17.047742711701687	18.872588669940253	18.290919374796026	18.053997140430177	18.25349557288641	18.014704017437563	19.347113312588764	19.166654328660734	17.659669931283503	18.995222910188165	19.291572189920412	17.849229433270263	18.55242234449799	17.822780437037707	19.076412447064772	19.157808273103424	19.03015201391281	17.95419019353823	18.30740273034018	18.926238775736586	19.527834761085174	16.887312134722404	18.74030519873465	18.539507019900977
ACAP1				14.847380333169696	13.848891619835054				13.406761275187788											16.684661454225296			13.864755757911961	14.340327621116018		14.26230424293502			14.294942447018254			13.96490059702518	13.592933239180862				11.582632383329424			14.141912914424317	16.58981279309798				13.845518096662609
ACAP2	15.863436994663019			15.80726333705046	15.816165058332027		14.63569234562242		15.346734642427444	13.244992872756189						13.73830202420251			13.268863047910411	15.67941234633688	15.264857532765284		15.272240380375267	15.552245714280177		15.747351523773728	13.557042389859552		15.292376425281653		15.464652173664723	15.201825112093982	15.321995517259207		16.534635488644447		13.123527790273963	14.467749177773689	14.483751894100697	15.084936373102138	17.197779219455168	12.688977518627464			15.215935054017521
ACAT1	18.085974418536996	18.321053215485627	21.864810042234335	17.87742367061266	18.569377803324873	21.550258986889173	19.858252830165384	19.897683092951507	18.54801655004198	18.122063981795115	20.217773940422678	20.76678015431901	21.338722349017296	19.554444652671524	19.121154060844646	20.260233875535214	20.894831756591	19.36543933931642	16.614318060980796	16.147319486689337	20.433938229414764	18.876937482956134	18.82302992396651	18.151791021448535	20.597861921673132	18.664150863069125	20.03029136476616	20.950599251574904	18.912549615032543	18.728264871810346	19.09483911529232	18.254769805418814	18.50707619726119	20.745456862843927	19.26565884602653	20.816059198057022	20.568075579346612	19.710420696883183	19.49772023965173	17.76908584650982	17.590807249961767	21.010680654721504	19.302315707599686	21.294330830585928	18.052446787175203
ACAT2	14.468467593583474	14.25994942807954	14.027456088336447	16.651451076040594	19.240344312053455	16.13662571396105	16.249421731015666		17.285590671535086	18.647912023962657	13.655904683754347	15.003332179524573	14.620227127185172	13.995685549877006	14.845404336046553	15.14410644367473			17.49788759160319		15.367244550730138	13.674880269434073	17.682512480248185	17.026493685345994	14.90907977049212	18.714703865909478	14.766544896564437	14.135575408284588	17.24643268960803	12.336216087981251	14.95609575510165	18.213378385119274	17.6749780412673	14.895269937541931	15.122136651508647	15.44717731513764	15.118202208651834	15.875393831848749	15.697763518271254	16.78578954260415	16.57434317193494	14.516280313913466		15.26179067473711	15.907466486846735
ACBD3	16.952188744649465	16.64444834676631	16.556066509586735	15.910420529601483	16.31765224133926	16.65375577797569	16.657376173245993	15.858992577739638	15.589551784693494	15.994255276022798	16.470545520270054	17.429529943243267	17.08698301541108	16.475798133545272	16.729387326897687	16.6779460263093	16.098185776832626	16.875430573133496	16.17844746620618	15.389811633856743	17.335517975772753	15.921037195239819	15.999180484289479	16.38764816937545	16.104915196407646	16.193740684758254	15.623995272317915	16.903086165887036	16.2933161291083	15.804766390136638	16.559995454293627	16.407670649128637	15.997475369428823	16.594487979194827	17.108988938086767	17.250311399994192	17.483596070249515	17.33518744074547	16.555637696224576	16.575805283266735	16.224380254347352	16.94479517931578	16.801233907338307	17.101841677379312	16.897514429261868
ACBD5	14.944317730518698			14.371368799816233	15.69847358090416		13.425388914120733	14.0009486336336	14.133364389482558		11.75456098129827	11.961002464469184			13.175832020611548				13.434490108049546	11.842291806308245		12.575418787557714	15.507826883620355	13.536511833735856		15.732567391619051			16.188652656230204	12.642385722159991	12.493641549763018	15.854807608803686	12.623009891500715		13.134651441793384	12.192710833304771	12.74478496044132			12.988738842691694				12.204547851710576	12.634303409720694
ACE	15.390768315765058			14.175395928365802	17.926683440751603		15.11961679942644	15.395661824502243	15.451613485418129	14.517977110955313		15.218854930196745	14.196835061574244	16.09916907399675	13.98859161227097				14.000219709989324	13.619269665553738	14.306620562439365		15.775854077978957	13.908228880643142		16.44511636022943		13.12650731212872	16.84085888641612		14.751979537775826	16.279563860759488	15.758285921255785			15.200098379904535	14.589717464496875	14.830817274307444	14.148034153112919	14.914086773545442		14.272465437225652		14.549214591281482	14.524153540891431
ACIN1	15.799501054672016	15.156643559956263	15.592413574115941	14.92708239687023	15.565451682826938	13.687670022094785	15.656523765358159	15.491929937343698	14.471834725402358	16.168195373856012	16.017980421208346	16.089430663991084	15.850745550306469	15.572401978751698	15.992433936459781	15.31260577813904	15.519127222863435	16.245273382946714	16.38098047662466	15.872529450344798	15.223199761791728	15.422490042959195	15.107592008424978	15.354334273255914	15.446029652852797	15.138098636339146	15.148842499680804	15.297235124275806	14.73730288871241	15.958024084744546	15.805132618641535	15.32941523610814	14.875896628122165	15.684848111921704	15.55278927273306	14.931715773701534	15.096129123269442	15.971669033231644	15.67401770040802	15.466914228307523	15.625414452534304	15.51827089820531	15.149431552215976	15.285023341565283	16.327438407079143
ACLY	15.882709053365929	17.90213273071057	18.401561777430125	16.850204579629132	18.794792211835397	18.545691151907373	18.763414002356097	18.798640208110637	17.535995284066956	17.909238505294418	18.959617451680618	18.9550749172045	18.936021401788274	18.381027414194275	19.120253195738602	19.021880144008605	18.703502776000384	17.734173288172094	17.896387355365675	15.482380915271149	19.271863400537633	18.784172264290536	18.05917690804584	18.641895581613827	19.032405891327823	17.866001878283257	18.91971777139582	18.82556124189669	17.430633422359875	18.89578277517219	18.88989806385278	17.75727363058068	17.557979821518447	19.128862218476584	18.458856677619824	18.96751549081384	18.83909132991367	18.850559110031842	18.91095881361006	18.347024318984214	16.59911172697242	18.786641259596767	17.66781662471064	19.20476789074791	17.581609719631338
ACO1	17.663146176043377	16.23588849852504	19.041718085861284	18.01482690968433	19.026511937409115	18.698634181981156	18.30132185799818	18.144774669501494	17.457067845640857	17.256333516326297	18.051055490228602	19.48128103821893	19.39419948044006	17.982139267223566	18.56205043122672	18.331995284176276	17.566419875477614	18.038963810378778	17.461751512047115	16.724990019402874	19.296772584137337	15.970375518556086	18.281782360284573	17.069675119589554	17.41684725406408	17.207300233373196	17.150158707254977	18.44425858008012	17.777492571767997	17.313231103730683	18.327232507319156	17.70080194853122	16.807436551974178	18.271606690950755	17.29124999977358	19.21498637947419	18.593542660051597	19.04262767547194	18.138715320716514	16.902708694515375	15.866809745813468	18.837344442712407	17.49926792285594	18.903213384398086	17.419440531412796
ACO2	20.310599826916526	19.91700757725945	20.83663226192328	18.854875045391818	20.653782434348162	20.571528079946	19.995291570721754	20.264615746515208	18.555599448274112	19.181024254689554	20.823989781053676	21.046359290297822	20.78072953801524	21.11661488440367	20.084263979118372	20.110463097842093	20.97815259655296	21.00237321153608	19.200925860484308	19.189801521342563	20.84368271748141	19.963582999941906	20.318539960787867	18.791193329847005	20.3997373442827	20.337048205382867	19.971866632301886	20.8803118268832	20.031199307632868	19.824728578281757	20.654196781272642	20.31011131551375	19.642700737711017	21.188774843255356	19.858942426830417	20.723394708468355	20.273265434209147	20.25036848475559	19.666336603587975	19.20311561423593	19.67718369076388	21.121321891340422	19.796521808449143	20.63379757928857	18.677558642330084
ACOT1	17.464971486450896	14.42333327579304	15.616277475098816	16.815916840553736	17.398142546081022	17.373095240826302	16.298776700516143	16.080098763330348	16.452938049777114	16.494438323488165	15.454460842946432	15.251751249978144	15.44517631833229	15.400259370578388	15.161987591054526	14.939764373575112	14.734473201237048	14.22246221876543	15.542708662304069	15.039392934189308	15.623083458798494	14.378796502625022	17.62001420510947	17.173732580421657	15.372210866660085	17.661896682718226	14.847291544345461	14.994687003588686	18.115983595883524	13.234300602748364	15.31842165253299	17.0476591085207	16.817742287513024	15.751249152730933	15.381092973912079	15.902212782934534	15.812466339461155	15.919843943207095	14.36373774460937	16.305093342975386	18.007127546433853	15.198403314886823	14.826265439119535	15.122595641912989	16.71480750168025
ACOT11	17.33655431474225	15.564102059317209		16.401600489793257	18.07129206845493	16.567084297516555	15.858521027998025	15.464804102273119	15.921282211831707	14.687354647457662	14.366788103844712	16.80339531477463		14.210852602720603	14.466500179616673				14.672076483347249		14.680149549891452		17.522291490388582	17.22619014740945	14.86319064718491	17.25334850399355		14.423070047218634	17.361953261472348	13.876859079219708		17.469862392103074	16.10849003095724	15.107101979337672			14.900936466705806	15.252935520533201	14.962346361594001	17.780578184821316	15.142197772956607	14.658829758320321		15.28983409449071	16.09804524933718
ACOT13	17.28117532367712	16.262059627565886	17.917388148584493	17.027449414493553	17.144723237497455	18.49525473083102	17.217969890985767	17.778309318798563	17.078096345177254	16.636839180168405	17.996747710415512	17.69980748958786	17.466153556689324	17.930902961508167	17.7897958452174	17.791377455209894	18.20153428289514		16.71138403327494		17.75000162128801	16.137339051703268	16.005038977033053	16.477368254439774	17.27977858963762	16.591333161215847	17.159668214559392	17.00563618259557	15.81535905948386	17.350857082900728	17.347672486908525	17.095335208215424	15.979706504680076	16.185727294383163		17.683596471808194	17.087022566570948	17.152640841691177	16.810281073566593	15.938690291208308	16.599232299272728	17.78599808197305	16.213956194288567	17.45025844764511	16.3412893958489
ACOT7	16.169461502034224	16.363693592013906	14.436142703853719	16.239294044825346	17.30578114167772	16.26525187428011	16.22805961368155	13.003501705684615	16.175461450160824	14.892655055602848		14.56146761775096		16.49725123229343	15.27461753262008	15.81467374546392	16.689989600754004	16.372634405401225	16.370320812560973	16.504455439860664	15.084975662089217		17.665734813320714	16.437920329318363	16.270961588742626	17.300134223144784	16.349353749133098	16.078499631995843	17.342964506773022	16.871735750241072	12.933493004669112	17.547633990424547	15.81513355837844		16.24740546009492	14.944296601055214	15.511093966263076	15.50870509265696	16.121196517896998	16.188209034105146	16.02321282472817	14.87711240819269	16.925289528748692	14.621308121701496	16.000445060485486
